,Year (Gregorian),Year (Hijri),Province,Education Department,Education_Office,Authority,Educational_Level,School_Type,School_Gender,School_System,Total_Classes,Total_Students,Total_Saudi_Students,New_Students,New_Saudi_Students,Total_Teachers,Total_Saudi_Teachers,Total_AdmInistrators,Total_Saudi_AdmInistrators,Total_Servants,Total_Workers,Total_Foreign_Students,Total_Foreign_Teachers,Students Per Class
14461,2020,1441,Eastern Province,Education Department In Al-Ahsa,Department Of Private and International Education,International ,High,Day,Girls,General system,17,163,12,79,2,9,1,3,3,0,1,151,8,10.0
14462,2020,1441,Eastern Province,Education Department In Al-Ahsa,Department Of Private and International Education,International ,Middle,Day,Girls,General system,26,436,74,161,35,10,4,4,3,0,0,362,6,17.0
14463,2020,1441,Eastern Province,Education Department In Al-Ahsa,Department Of Private and International Education,International ,KIndergarten,Day,Girls,General system,64,974,585,93,51,70,40,7,5,0,0,389,30,15.0
14464,2020,1441,Eastern Province,Education Department In Al-Ahsa,Department of Adult Education (Female),Public,Elementary,Adult Education ,Girls,General system,49,660,634,286,277,0,0,1,1,0,1,26,0,13.0
14465,2020,1441,Eastern Province,Education Department In Al-Ahsa,Department of kindergartens,Private,KIndergarten,Religious (Koranic),Girls,General system,8,135,131,0,0,12,12,4,4,0,0,4,0,17.0
14466,2020,1441,Eastern Province,Education Department In Al-Ahsa,Department of kindergartens,Private,KIndergarten,Day,Girls,General system,276,4515,4412,296,276,378,376,84,83,0,7,103,2,16.0
14467,2020,1441,Eastern Province,Education Department In Al-Ahsa,Department of kindergartens,International ,KIndergarten,Day,Girls,General system,9,121,67,0,0,8,3,0,0,0,0,54,5,13.0
14468,2020,1441,Eastern Province,Education Department In Al-Ahsa,Virtual Kindergarten,Public,KIndergarten,Day,Girls,General system,0,45,45,25,25,0,0,0,0,0,0,0,0,inf
14469,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Qara Education Office,Private,KIndergarten,Day,Girls,General system,11,211,211,0,0,14,14,3,3,0,0,0,0,19.0
14470,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Qara Education Office,Public,Elementary,Religious (Koranic),Girls,General system,13,272,271,47,47,27,27,5,5,0,1,1,0,21.0
14471,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Qara Education Office,Public,Elementary,Special education,Girls,General system,13,64,64,1,1,24,24,0,0,0,0,0,0,5.0
14472,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Qara Education Office,Public,Elementary,Day,Girls,General system,425,11125,11100,1904,1901,587,587,146,146,11,52,25,0,26.0
14473,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Qara Education Office,Public,High,Special education,Girls,General system,3,14,14,0,0,6,6,0,0,0,0,0,0,5.0
14474,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Qara Education Office,Public,High,Adult Education ,Girls,General system,2,32,32,0,0,10,10,2,2,0,0,0,0,16.0
14475,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Qara Education Office,Public,High,Adult Education ,Girls,Course system,3,41,41,38,38,0,0,1,1,0,0,0,0,14.0
14476,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Qara Education Office,Public,High,Day,Girls,General system,30,752,748,0,0,243,243,57,57,1,12,4,0,25.0
14477,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Qara Education Office,Public,High,Day,Girls,Course system,153,3539,3532,2123,2118,136,136,24,24,2,1,7,0,23.0
14478,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Qara Education Office,Public,Middle,Religious (Koranic),Girls,General system,6,102,99,38,37,13,13,3,3,0,0,3,0,17.0
14479,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Qara Education Office,Public,Middle,Special education,Girls,General system,3,26,26,11,11,9,9,1,1,0,0,0,0,9.0
14480,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Qara Education Office,Public,Middle,Day,Girls,General system,167,4578,4566,1617,1614,362,362,74,74,13,17,12,0,27.0
14481,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Qara Education Office,Public,KIndergarten,Day,Girls,General system,38,1078,1078,0,0,40,40,19,19,0,10,0,0,28.0
14482,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Private,Elementary,Day,Girls,General system,10,188,179,53,50,39,38,4,4,0,0,9,1,19.0
14483,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Private,Elementary,Day,Boys,General system,33,599,540,89,78,78,30,1,1,0,0,59,48,18.0
14484,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Private,High,Day,Girls,Course system,4,83,80,49,46,6,6,0,0,0,0,3,0,21.0
14485,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Private,High,Day,Boys,General system,14,296,274,0,0,58,20,1,1,0,0,22,38,21.0
14486,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Private,High,Day,Boys,Course system,26,544,519,446,424,17,15,0,0,0,0,25,2,21.0
14487,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Private,Middle,Day,Girls,General system,3,55,53,24,22,14,14,1,1,0,0,2,0,18.0
14488,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Private,Middle,Day,Boys,General system,17,322,295,114,101,34,16,3,1,0,0,27,18,19.0
14489,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,International ,Elementary,Day,Girls,General system,42,675,447,165,118,11,10,5,5,0,0,228,1,16.0
14490,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,International ,Elementary,Day,Boys,General system,63,823,231,62,11,49,18,5,4,0,1,592,31,13.0
14491,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,International ,High,Day,Girls,General system,1,13,8,13,8,2,2,0,0,0,0,5,0,13.0
14492,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,International ,High,Day,Boys,General system,16,139,15,71,10,15,3,0,0,0,0,124,12,9.0
14493,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,International ,Middle,Day,Girls,General system,5,44,6,18,4,0,0,0,0,0,0,38,0,9.0
14494,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,International ,Middle,Day,Boys,General system,20,325,78,136,41,11,6,1,0,1,1,247,5,16.0
14495,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Elementary,Adult Education ,Boys,General system,5,53,53,3,3,0,0,0,0,0,0,0,0,11.0
14496,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Elementary,Religious (Koranic),Girls,General system,54,1085,1056,187,184,76,76,21,21,0,6,29,0,20.0
14497,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Elementary,Religious (Koranic),Boys,General system,21,426,414,55,51,40,40,3,3,0,1,12,0,20.0
14498,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Elementary,Special education,Girls,General system,22,116,116,12,12,44,44,1,1,0,1,0,0,5.0
14499,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Elementary,Special education,Boys,General system,83,345,333,38,38,175,175,11,11,0,5,12,0,4.0
14500,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Elementary,Day,Girls,General system,879,23832,23344,4268,4207,1283,1283,374,374,20,84,488,0,27.0
14501,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Elementary,Day,Boys,General system,576,14960,14646,2521,2465,1032,1032,88,88,3,10,314,0,26.0
14502,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,High,Religious (Koranic),Girls,General system,2,24,24,0,0,21,21,7,7,1,1,0,0,12.0
14503,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,High,Religious (Koranic),Girls,Course system,4,69,68,55,54,1,1,0,0,0,0,1,0,17.0
14504,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,High,Religious (Koranic),Boys,General system,1,11,11,0,0,8,8,0,0,0,0,0,0,11.0
14505,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,High,Religious (Koranic),Boys,Course system,2,19,18,18,17,0,0,0,0,0,0,1,0,10.0
14506,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,High,Special education,Girls,General system,6,43,41,16,15,12,12,0,0,0,1,2,0,7.0
14507,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,High,Special education,Boys,General system,10,68,66,21,20,26,26,0,0,0,0,2,0,7.0
14508,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,High,Special education,Boys,Course system,5,24,24,24,24,0,0,0,0,0,0,0,0,5.0
14509,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,High,Adult Education ,Girls,General system,2,37,37,0,0,10,10,1,1,0,0,0,0,18.0
14510,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,High,Adult Education ,Girls,Course system,3,77,76,66,65,0,0,0,0,0,0,1,0,26.0
14511,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,High,Adult Education ,Boys,General system,3,86,85,0,0,0,0,1,1,0,0,1,0,29.0
14512,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,High,Adult Education ,Boys,Course system,6,154,154,154,154,0,0,0,0,0,0,0,0,26.0
14513,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,High,Day,Girls,General system,72,2183,2152,0,0,541,541,125,124,9,20,31,0,30.0
14514,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,High,Day,Girls,Course system,363,7838,7688,5785,5687,336,336,56,56,3,8,150,0,22.0
14515,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,High,Day,Boys,General system,41,1147,1125,0,0,312,312,30,30,2,0,22,0,28.0
14516,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,High,Day,Boys,Course system,184,4280,4134,2968,2881,186,186,11,11,0,0,146,0,23.0
14517,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Middle,Religious (Koranic),Girls,General system,17,347,339,120,117,34,34,12,12,0,0,8,0,20.0
14518,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Middle,Religious (Koranic),Boys,General system,9,186,177,65,62,25,25,2,2,0,0,9,0,21.0
14519,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Middle,Special education,Girls,General system,7,39,39,14,14,17,17,0,0,0,0,0,0,6.0
14520,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Middle,Special education,Boys,General system,18,102,100,27,26,39,39,4,4,0,0,2,0,6.0
14521,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Middle,Adult Education ,Girls,General system,3,60,59,12,12,5,5,1,1,0,0,1,0,20.0
14522,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Middle,Adult Education ,Boys,General system,3,138,138,31,31,0,0,0,0,0,0,0,0,46.0
14523,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Middle,Day,Girls,General system,360,10246,10027,3599,3526,803,803,185,185,9,31,219,0,28.0
14524,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Middle,Day,Boys,General system,237,6709,6556,2222,2164,527,527,46,45,1,6,153,0,28.0
14525,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,KIndergarten,Day,Girls,General system,121,3109,3094,0,0,183,183,78,78,2,20,15,0,26.0
14526,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Private,Elementary,Day,Girls,General system,98,1513,1414,387,369,203,196,16,16,0,4,99,7,15.0
14527,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Private,Elementary,Day,Boys,General system,70,1364,1266,238,222,140,60,6,5,0,1,98,80,19.0
14528,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Private,High,Day,Girls,General system,14,237,216,0,0,83,80,14,14,0,1,21,3,17.0
14529,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Private,High,Day,Girls,Course system,45,840,796,601,569,30,30,1,1,0,0,44,0,19.0
14530,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Private,High,Day,Boys,General system,19,436,398,0,0,78,25,1,1,0,0,38,53,23.0
14531,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Private,High,Day,Boys,Course system,62,1000,929,834,773,48,18,4,4,0,0,71,30,16.0
14532,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Private,Middle,Day,Girls,General system,33,524,500,186,174,76,75,5,5,0,0,24,1,16.0
14533,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Private,Middle,Day,Boys,General system,35,671,624,224,205,77,46,3,3,0,0,47,31,19.0
14534,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Private,KIndergarten,Day,Girls,General system,19,322,318,11,11,28,28,10,10,0,0,4,0,17.0
14535,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,International ,Elementary,Day,Girls,General system,59,1130,711,267,177,63,34,6,6,0,0,419,29,19.0
14536,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,International ,Elementary,Day,Boys,General system,58,1135,538,199,79,74,17,6,6,0,0,597,57,20.0
14537,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,International ,High,Day,Girls,General system,6,105,81,31,27,2,2,1,1,0,0,24,0,18.0
14538,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,International ,High,Day,Boys,General system,12,137,83,65,33,10,3,1,0,0,0,54,7,11.0
14539,2020,1441,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,International ,Middle,Day,Girls,General system,6,139,122,48,45,3,3,1,1,0,0,17,0,23.0
